中国	北京市	市辖区
中国	陕西省	咸阳市	兴平市
中国	陕西省	咸阳市	彬州市
中国	陕西省	渭南市
中国	陕西省	渭南市	临渭区
中国	陕西省	渭南市	华州区
中国	陕西省	渭南市	潼关县
中国	陕西省	渭南市	大荔县
中国	陕西省	渭南市	合阳县
中国	陕西省	渭南市	澄城县
中国	陕西省	渭南市	蒲城县
中国	陕西省	渭南市	白水县
中国	陕西省	渭南市	富平县
中国	陕西省	渭南市	韩城市
中国	陕西省	渭南市	华阴市
中国	陕西省	延安市
中国	陕西省	延安市	宝塔区
中国	陕西省	延安市	安塞区
中国	陕西省	延安市	延长县
中国	陕西省	延安市	延川县
中国	陕西省	延安市	志丹县
中国	陕西省	延安市	吴起县
中国	陕西省	延安市	甘泉县
中国	陕西省	延安市	富县
中国	陕西省	延安市	洛川县
中国	陕西省	延安市	宜川县
中国	陕西省	延安市	黄龙县
中国	陕西省	延安市	黄陵县
中国	陕西省	延安市	子长市
中国	陕西省	汉中市
中国	陕西省	汉中市	汉台区
中国	陕西省	汉中市	南郑区
中国	陕西省	汉中市	城固县
中国	陕西省	汉中市	洋县
中国	陕西省	汉中市	西乡县
中国	陕西省	汉中市	勉县
中国	陕西省	汉中市	宁强县
中国	陕西省	汉中市	略阳县
中国	陕西省	汉中市	镇巴县
中国	陕西省	汉中市	留坝县
中国	陕西省	汉中市	佛坪县
中国	陕西省	榆林市
中国	陕西省	榆林市	榆阳区
中国	陕西省	榆林市	横山区
中国	陕西省	榆林市	府谷县
中国	陕西省	榆林市	靖边县
中国	陕西省	榆林市	定边县
中国	陕西省	榆林市	绥德县
中国	陕西省	榆林市	米脂县
中国	陕西省	榆林市	佳县
中国	陕西省	榆林市	吴堡县
中国	陕西省	榆林市	清涧县
中国	陕西省	榆林市	子洲县
中国	陕西省	榆林市	神木市
中国	陕西省	安康市
中国	陕西省	安康市	汉滨区
中国	陕西省	安康市	汉阴县
中国	陕西省	安康市	石泉县
中国	陕西省	安康市	宁陕县
中国	陕西省	安康市	紫阳县
中国	陕西省	安康市	岚皋县
中国	陕西省	安康市	平利县
中国	陕西省	安康市	镇坪县
中国	陕西省	安康市	旬阳县
中国	陕西省	安康市	白河县
中国	陕西省	商洛市
中国	陕西省	商洛市	商州区
中国	陕西省	商洛市	洛南县
中国	陕西省	商洛市	丹凤县
中国	陕西省	商洛市	商南县
中国	陕西省	商洛市	山阳县
中国	陕西省	商洛市	镇安县
中国	陕西省	商洛市	柞水县
中国	甘肃省	兰州市
中国	甘肃省	兰州市	城关区
中国	甘肃省	兰州市	七里河区
中国	甘肃省	兰州市	西固区
中国	甘肃省	兰州市	安宁区
中国	甘肃省	兰州市	红古区
中国	甘肃省	兰州市	永登县
中国	甘肃省	兰州市	皋兰县
中国	甘肃省	兰州市	榆中县
中国	甘肃省	兰州市	兰州新区
中国	甘肃省	嘉峪关市
中国	甘肃省	嘉峪关市	嘉峪关市
中国	甘肃省	金昌市
中国	甘肃省	金昌市	金川区
中国	甘肃省	金昌市	永昌县
中国	甘肃省	白银市
中国	甘肃省	白银市	白银区
中国	甘肃省	白银市	平川区
中国	甘肃省	白银市	靖远县
中国	甘肃省	白银市	会宁县
中国	甘肃省	白银市	景泰县
中国	甘肃省	天水市
中国	甘肃省	天水市	秦州区
中国	甘肃省	天水市	麦积区
中国	甘肃省	天水市	清水县
中国	甘肃省	天水市	秦安县
中国	甘肃省	天水市	甘谷县
中国	甘肃省	天水市	武山县
中国	甘肃省	天水市	张家川回族自治县
中国	甘肃省	武威市
中国	甘肃省	武威市	凉州区
中国	甘肃省	武威市	民勤县
中国	甘肃省	武威市	古浪县
中国	甘肃省	武威市	天祝藏族自治县
中国	甘肃省	张掖市
中国	甘肃省	张掖市	甘州区
中国	甘肃省	张掖市	肃南裕固族自治县
中国	甘肃省	张掖市	民乐县
中国	甘肃省	张掖市	临泽县
中国	甘肃省	张掖市	高台县
中国	甘肃省	张掖市	山丹县
中国	甘肃省	平凉市
中国	甘肃省	平凉市	崆峒区
中国	甘肃省	平凉市	泾川县
中国	甘肃省	平凉市	灵台县
中国	甘肃省	平凉市	崇信县
中国	甘肃省	平凉市	庄浪县
中国	甘肃省	平凉市	静宁县
中国	甘肃省	平凉市	华亭市
中国	甘肃省	酒泉市
中国	甘肃省	酒泉市	肃州区
中国	甘肃省	酒泉市	金塔县
中国	甘肃省	酒泉市	瓜州县
中国	甘肃省	酒泉市	肃北蒙古族自治县
中国	甘肃省	酒泉市	阿克塞哈萨克族自治县
中国	甘肃省	酒泉市	玉门市
中国	甘肃省	酒泉市	敦煌市
中国	甘肃省	庆阳市
中国	甘肃省	庆阳市	西峰区
中国	甘肃省	庆阳市	庆城县
中国	甘肃省	庆阳市	环县
中国	甘肃省	庆阳市	华池县
中国	甘肃省	庆阳市	合水县
中国	甘肃省	庆阳市	正宁县
中国	甘肃省	庆阳市	宁县
中国	甘肃省	庆阳市	镇原县
中国	甘肃省	定西市
中国	甘肃省	定西市	安定区
中国	甘肃省	定西市	通渭县
中国	甘肃省	定西市	陇西县
中国	甘肃省	定西市	渭源县
中国	甘肃省	定西市	临洮县
中国	甘肃省	定西市	漳县
中国	甘肃省	定西市	岷县
中国	甘肃省	陇南市
中国	甘肃省	陇南市	武都区
中国	甘肃省	陇南市	成县
中国	甘肃省	陇南市	文县
中国	甘肃省	陇南市	宕昌县
中国	甘肃省	陇南市	康县
中国	甘肃省	陇南市	西和县
中国	甘肃省	陇南市	礼县
中国	甘肃省	陇南市	徽县
中国	甘肃省	陇南市	两当县
中国	甘肃省	临夏回族自治州
中国	甘肃省	临夏回族自治州	临夏市
中国	甘肃省	临夏回族自治州	临夏县
中国	甘肃省	临夏回族自治州	康乐县
中国	甘肃省	临夏回族自治州	永靖县
中国	甘肃省	临夏回族自治州	广河县
中国	甘肃省	临夏回族自治州	和政县
中国	甘肃省	临夏回族自治州	东乡族自治县
中国	甘肃省	临夏回族自治州	积石山保安族东乡族撒拉族自治县
中国	甘肃省	甘南藏族自治州
中国	甘肃省	甘南藏族自治州	合作市
中国	甘肃省	甘南藏族自治州	临潭县
中国	甘肃省	甘南藏族自治州	卓尼县
中国	甘肃省	甘南藏族自治州	舟曲县
中国	甘肃省	甘南藏族自治州	迭部县
中国	甘肃省	甘南藏族自治州	玛曲县
中国	甘肃省	甘南藏族自治州	碌曲县
中国	甘肃省	甘南藏族自治州	夏河县
中国	青海省	西宁市
中国	青海省	西宁市	城东区
中国	青海省	西宁市	城中区
中国	青海省	西宁市	城西区
中国	青海省	西宁市	城北区
中国	青海省	西宁市	大通回族土族自治县
中国	青海省	西宁市	湟中县
中国	青海省	西宁市	湟源县
中国	青海省	海东市
中国	青海省	海东市	乐都区
中国	青海省	海东市	平安区
中国	青海省	海东市	民和回族土族自治县
中国	青海省	海东市	互助土族自治县
中国	青海省	海东市	化隆回族自治县
中国	青海省	海东市	循化撒拉族自治县
中国	青海省	海北藏族自治州
中国	青海省	海北藏族自治州	门源回族自治县
中国	青海省	海北藏族自治州	祁连县
中国	青海省	海北藏族自治州	海晏县
中国	青海省	海北藏族自治州	刚察县
中国	青海省	黄南藏族自治州
中国	青海省	黄南藏族自治州	同仁县
中国	青海省	黄南藏族自治州	尖扎县
中国	青海省	黄南藏族自治州	泽库县
中国	青海省	黄南藏族自治州	河南蒙古族自治县
中国	青海省	海南藏族自治州
中国	青海省	海南藏族自治州	共和县
中国	青海省	海南藏族自治州	同德县
中国	青海省	海南藏族自治州	贵德县
中国	青海省	海南藏族自治州	兴海县
中国	青海省	海南藏族自治州	贵南县
中国	青海省	果洛藏族自治州
中国	青海省	果洛藏族自治州	玛沁县
中国	青海省	果洛藏族自治州	班玛县
中国	青海省	果洛藏族自治州	甘德县
中国	青海省	果洛藏族自治州	达日县
中国	青海省	果洛藏族自治州	久治县
中国	青海省	果洛藏族自治州	玛多县
中国	青海省	玉树藏族自治州
中国	青海省	玉树藏族自治州	玉树市
中国	青海省	玉树藏族自治州	杂多县
中国	青海省	玉树藏族自治州	称多县
中国	青海省	玉树藏族自治州	治多县
中国	青海省	玉树藏族自治州	囊谦县
中国	青海省	玉树藏族自治州	曲麻莱县
中国	青海省	海西蒙古族藏族自治州
中国	青海省	海西蒙古族藏族自治州	格尔木市
中国	青海省	海西蒙古族藏族自治州	德令哈市
中国	青海省	海西蒙古族藏族自治州	茫崖市
中国	青海省	海西蒙古族藏族自治州	乌兰县
中国	青海省	海西蒙古族藏族自治州	都兰县
中国	青海省	海西蒙古族藏族自治州	天峻县
中国	青海省	海西蒙古族藏族自治州	大柴旦行政委员会
中国	宁夏回族自治区	银川市
中国	宁夏回族自治区	银川市	兴庆区
中国	宁夏回族自治区	银川市	西夏区
中国	宁夏回族自治区	银川市	金凤区
中国	宁夏回族自治区	银川市	永宁县
中国	宁夏回族自治区	银川市	贺兰县
中国	宁夏回族自治区	银川市	灵武市
中国	宁夏回族自治区	石嘴山市
中国	宁夏回族自治区	石嘴山市	大武口区
中国	宁夏回族自治区	石嘴山市	惠农区
中国	宁夏回族自治区	石嘴山市	平罗县
中国	宁夏回族自治区	吴忠市
中国	宁夏回族自治区	吴忠市	利通区
中国	宁夏回族自治区	吴忠市	红寺堡区
中国	宁夏回族自治区	吴忠市	盐池县
中国	宁夏回族自治区	吴忠市	同心县
中国	宁夏回族自治区	吴忠市	青铜峡市
中国	宁夏回族自治区	固原市
中国	宁夏回族自治区	固原市	原州区
中国	宁夏回族自治区	固原市	西吉县
中国	宁夏回族自治区	固原市	隆德县
中国	宁夏回族自治区	固原市	泾源县
中国	宁夏回族自治区	固原市	彭阳县
中国	宁夏回族自治区	中卫市
中国	宁夏回族自治区	中卫市	沙坡头区
中国	宁夏回族自治区	中卫市	中宁县
中国	宁夏回族自治区	中卫市	海原县
中国	新疆维吾尔自治区	乌鲁木齐市
中国	新疆维吾尔自治区	乌鲁木齐市	天山区
中国	新疆维吾尔自治区	乌鲁木齐市	沙依巴克区
中国	新疆维吾尔自治区	乌鲁木齐市	新市区
中国	新疆维吾尔自治区	乌鲁木齐市	水磨沟区
中国	新疆维吾尔自治区	乌鲁木齐市	头屯河区
中国	新疆维吾尔自治区	乌鲁木齐市	达坂城区
中国	新疆维吾尔自治区	乌鲁木齐市	米东区
中国	新疆维吾尔自治区	乌鲁木齐市	乌鲁木齐县
中国	新疆维吾尔自治区	克拉玛依市
中国	新疆维吾尔自治区	克拉玛依市	独山子区
中国	新疆维吾尔自治区	克拉玛依市	克拉玛依区
中国	新疆维吾尔自治区	克拉玛依市	白碱滩区
中国	新疆维吾尔自治区	克拉玛依市	乌尔禾区
中国	新疆维吾尔自治区	吐鲁番市
中国	新疆维吾尔自治区	吐鲁番市	高昌区
中国	新疆维吾尔自治区	吐鲁番市	鄯善县
中国	新疆维吾尔自治区	吐鲁番市	托克逊县
中国	新疆维吾尔自治区	哈密市
中国	新疆维吾尔自治区	哈密市	伊州区
中国	新疆维吾尔自治区	哈密市	巴里坤哈萨克自治县
中国	新疆维吾尔自治区	哈密市	伊吾县
中国	新疆维吾尔自治区	昌吉回族自治州
中国	新疆维吾尔自治区	昌吉回族自治州	昌吉市
中国	新疆维吾尔自治区	昌吉回族自治州	阜康市
中国	新疆维吾尔自治区	昌吉回族自治州	呼图壁县
中国	新疆维吾尔自治区	昌吉回族自治州	玛纳斯县
中国	新疆维吾尔自治区	昌吉回族自治州	奇台县
中国	新疆维吾尔自治区	昌吉回族自治州	吉木萨尔县
中国	新疆维吾尔自治区	昌吉回族自治州	木垒哈萨克自治县
中国	新疆维吾尔自治区	博尔塔拉蒙古自治州
中国	新疆维吾尔自治区	博尔塔拉蒙古自治州	博乐市
中国	新疆维吾尔自治区	博尔塔拉蒙古自治州	阿拉山口市
中国	新疆维吾尔自治区	博尔塔拉蒙古自治州	精河县
中国	新疆维吾尔自治区	博尔塔拉蒙古自治州	温泉县
中国	新疆维吾尔自治区	巴音郭楞蒙古自治州
中国	新疆维吾尔自治区	巴音郭楞蒙古自治州	库尔勒市
中国	新疆维吾尔自治区	巴音郭楞蒙古自治州	轮台县
中国	新疆维吾尔自治区	巴音郭楞蒙古自治州	尉犁县
中国	新疆维吾尔自治区	巴音郭楞蒙古自治州	若羌县
中国	新疆维吾尔自治区	巴音郭楞蒙古自治州	且末县
中国	新疆维吾尔自治区	巴音郭楞蒙古自治州	焉耆回族自治县
中国	新疆维吾尔自治区	巴音郭楞蒙古自治州	和静县
中国	新疆维吾尔自治区	巴音郭楞蒙古自治州	和硕县
中国	新疆维吾尔自治区	巴音郭楞蒙古自治州	博湖县
中国	新疆维吾尔自治区	巴音郭楞蒙古自治州	库尔勒经济技术开发区
中国	新疆维吾尔自治区	阿克苏地区
中国	新疆维吾尔自治区	阿克苏地区	阿克苏市
中国	新疆维吾尔自治区	阿克苏地区	温宿县
中国	新疆维吾尔自治区	阿克苏地区	库车县
中国	新疆维吾尔自治区	阿克苏地区	沙雅县
中国	新疆维吾尔自治区	阿克苏地区	新和县
中国	新疆维吾尔自治区	阿克苏地区	拜城县
中国	新疆维吾尔自治区	阿克苏地区	乌什县
中国	新疆维吾尔自治区	阿克苏地区	阿瓦提县
中国	新疆维吾尔自治区	阿克苏地区	柯坪县
中国	新疆维吾尔自治区	克孜勒苏柯尔克孜自治州
中国	新疆维吾尔自治区	克孜勒苏柯尔克孜自治州	阿图什市
中国	新疆维吾尔自治区	克孜勒苏柯尔克孜自治州	阿克陶县
中国	新疆维吾尔自治区	克孜勒苏柯尔克孜自治州	阿合奇县
中国	新疆维吾尔自治区	克孜勒苏柯尔克孜自治州	乌恰县
中国	新疆维吾尔自治区	喀什地区
中国	新疆维吾尔自治区	喀什地区	喀什市
中国	新疆维吾尔自治区	喀什地区	疏附县
中国	新疆维吾尔自治区	喀什地区	疏勒县
中国	新疆维吾尔自治区	喀什地区	英吉沙县
中国	新疆维吾尔自治区	喀什地区	泽普县
中国	新疆维吾尔自治区	喀什地区	莎车县
中国	新疆维吾尔自治区	喀什地区	叶城县
中国	新疆维吾尔自治区	喀什地区	麦盖提县
中国	新疆维吾尔自治区	喀什地区	岳普湖县
中国	新疆维吾尔自治区	喀什地区	伽师县
中国	新疆维吾尔自治区	喀什地区	巴楚县
中国	新疆维吾尔自治区	喀什地区	塔什库尔干塔吉克自治县
中国	新疆维吾尔自治区	和田地区
中国	新疆维吾尔自治区	和田地区	和田市
中国	新疆维吾尔自治区	和田地区	和田县
中国	新疆维吾尔自治区	和田地区	墨玉县
中国	新疆维吾尔自治区	和田地区	皮山县
中国	新疆维吾尔自治区	和田地区	洛浦县
中国	新疆维吾尔自治区	和田地区	策勒县
中国	新疆维吾尔自治区	和田地区	于田县
中国	新疆维吾尔自治区	和田地区	民丰县
中国	新疆维吾尔自治区	伊犁哈萨克自治州
中国	新疆维吾尔自治区	伊犁哈萨克自治州	伊宁市
中国	新疆维吾尔自治区	伊犁哈萨克自治州	奎屯市
中国	新疆维吾尔自治区	伊犁哈萨克自治州	霍尔果斯市
中国	新疆维吾尔自治区	伊犁哈萨克自治州	伊宁县
中国	新疆维吾尔自治区	伊犁哈萨克自治州	察布查尔锡伯自治县
中国	新疆维吾尔自治区	伊犁哈萨克自治州	霍城县
中国	新疆维吾尔自治区	伊犁哈萨克自治州	巩留县
中国	新疆维吾尔自治区	伊犁哈萨克自治州	新源县
中国	新疆维吾尔自治区	伊犁哈萨克自治州	昭苏县
中国	新疆维吾尔自治区	伊犁哈萨克自治州	特克斯县
中国	新疆维吾尔自治区	伊犁哈萨克自治州	尼勒克县
中国	新疆维吾尔自治区	塔城地区
中国	新疆维吾尔自治区	塔城地区	塔城市
中国	新疆维吾尔自治区	塔城地区	乌苏市
中国	新疆维吾尔自治区	塔城地区	额敏县
中国	新疆维吾尔自治区	塔城地区	沙湾县
中国	新疆维吾尔自治区	塔城地区	托里县
中国	新疆维吾尔自治区	塔城地区	裕民县
中国	新疆维吾尔自治区	塔城地区	和布克赛尔蒙古自治县
中国	新疆维吾尔自治区	阿勒泰地区
中国	新疆维吾尔自治区	阿勒泰地区	阿勒泰市
中国	新疆维吾尔自治区	阿勒泰地区	布尔津县
中国	新疆维吾尔自治区	阿勒泰地区	富蕴县
中国	新疆维吾尔自治区	阿勒泰地区	福海县
中国	新疆维吾尔自治区	阿勒泰地区	哈巴河县
中国	新疆维吾尔自治区	阿勒泰地区	青河县
中国	新疆维吾尔自治区	阿勒泰地区	吉木乃县
中国	新疆维吾尔自治区	自治区直辖县级行政区划
中国	新疆维吾尔自治区	自治区直辖县级行政区划	石河子市
中国	新疆维吾尔自治区	自治区直辖县级行政区划	阿拉尔市
中国	新疆维吾尔自治区	自治区直辖县级行政区划	图木舒克市
中国	新疆维吾尔自治区	自治区直辖县级行政区划	五家渠市
中国	新疆维吾尔自治区	自治区直辖县级行政区划	铁门关市
